ID,oldID,fecha,intensidad,ocupacion,vmed,periodo_integracion,KM,densidad,Hora
6711,PM13181,2015-08-04 08:45,1348.0,10.0,44.0,15,31.8,30.636363636363637,8.45
7130,PM13211,2015-08-04 08:45,1364.0,8.0,64.0,15,32.1,21.3125,8.45
7013,PM13221,2015-08-04 08:45,696.0,12.0,63.0,15,32.2,11.047619047619047,8.45
6708,PM13101,2015-08-04 09:15,2101.0,10.0,68.0,15,31.0,30.897058823529413,9.15
6654,PM10401,2015-08-04 09:15,3560.0,6.0,92.0,15,4.0,38.69565217391305,9.15
6685,PM11201,2015-08-04 09:15,3204.0,7.0,85.0,15,12.0,37.694117647058825,9.15
6656,PM10441,2015-08-04 09:15,2679.0,7.0,94.0,15,4.4,28.5,9.15
6661,PM10471,2015-08-04 09:15,2653.0,6.0,92.0,15,4.7,28.83695652173913,9.15
3818,PM10501,2015-08-04 09:15,2640.0,7.0,91.0,15,5.0,29.01098901098901,9.15
6679,PM11071,2015-08-04 09:15,4524.0,9.0,90.0,15,10.7,50.266666666666666,9.15
6680,PM11101,2015-08-04 09:15,2540.0,10.0,83.0,15,11.0,30.602409638554217,9.15
6683,PM11161,2015-08-04 09:15,3164.0,8.0,88.0,15,11.6,35.95454545454545,9.15
6687,PM11301,2015-08-04 09:15,1868.0,9.0,79.0,15,13.0,23.645569620253166,9.15
6689,PM11981,2015-08-04 09:15,3468.0,9.0,74.0,15,19.8,46.86486486486486,9.15
6690,PM12061,2015-08-04 09:15,3176.0,9.0,80.0,15,20.6,39.7,9.15
6691,PM12121,2015-08-04 09:15,2527.0,6.0,82.0,15,21.2,30.817073170731707,9.15
6692,PM12211,2015-08-04 09:15,2640.0,7.0,86.0,15,22.1,30.697674418604652,9.15
6693,PM12241,2015-08-04 09:15,2624.0,7.0,82.0,15,22.4,32.0,9.15
6694,PM12331,2015-08-04 09:15,1596.0,4.0,87.0,15,23.3,18.344827586206897,9.15
6695,PM12391,2015-08-04 09:15,2343.0,6.0,93.0,15,23.9,25.193548387096776,9.15
6696,PM12471,2015-08-04 09:15,2240.0,4.0,90.0,15,24.7,24.88888888888889,9.15
6698,PM12571,2015-08-04 09:15,1096.0,5.0,80.0,15,25.7,13.7,9.15
6700,PM12721,2015-08-04 09:15,1536.0,2.0,93.0,15,27.2,16.516129032258064,9.15
6914,PM12851,2015-08-04 09:15,1686.0,9.0,75.0,15,28.5,22.48,9.15
6702,PM12921,2015-08-04 09:15,1531.0,13.0,52.0,15,29.2,29.442307692307693,9.15
3510,PM12961,2015-08-04 09:15,1608.0,7.0,58.0,15,29.6,27.724137931034484,9.15
6704,PM13011,2015-08-04 09:15,1360.0,9.0,61.0,15,30.1,22.295081967213115,9.15
6706,PM13041,2015-08-04 09:15,1052.0,17.0,65.0,15,30.4,16.184615384615384,9.15
6639,PM10001,2015-08-04 09:15,2904.0,10.0,83.0,15,0.0,34.98795180722892,9.15
3820,PM10561,2015-08-04 09:15,4148.0,13.0,89.0,15,5.6,46.60674157303371,9.15
3816,PM10901,2015-08-04 09:15,2893.0,7.0,87.0,15,9.0,33.252873563218394,9.15
6672,PM10941,2015-08-04 09:15,2881.0,7.0,89.0,15,9.4,32.37078651685393,9.15
6700,PM12721,2015-08-04 09:00,1851.0,3.0,92.0,15,27.2,20.119565217391305,9.0
3801,PM12781,2015-08-04 09:00,1884.0,8.0,98.0,15,27.8,19.224489795918366,9.0
6914,PM12851,2015-08-04 09:00,1768.0,13.0,77.0,15,28.5,22.961038961038962,9.0
6702,PM12921,2015-08-04 09:00,1843.0,15.0,53.0,15,29.2,34.77358490566038,9.0
3510,PM12961,2015-08-04 09:00,1733.0,6.0,59.0,15,29.6,29.372881355932204,9.0
6703,PM12981,2015-08-04 09:00,1553.0,12.0,54.0,15,29.8,28.75925925925926,9.0
6704,PM13011,2015-08-04 09:00,1368.0,9.0,62.0,15,30.1,22.06451612903226,9.0
6706,PM13041,2015-08-04 09:00,1116.0,20.0,62.0,15,30.4,18.0,9.0
6708,PM13101,2015-08-04 09:00,2296.0,9.0,68.0,15,31.0,33.76470588235294,9.0
6711,PM13181,2015-08-04 09:00,1489.0,10.0,53.0,15,31.8,28.09433962264151,9.0
7130,PM13211,2015-08-04 09:00,1541.0,7.0,66.0,15,32.1,23.348484848484848,9.0
7013,PM13221,2015-08-04 09:00,724.0,9.0,65.0,15,32.2,11.138461538461538,9.0
6642,PM10091,2015-08-04 09:00,0.0,0.0,0.0,15,0.9,,9.0
6650,PM10341,2015-08-04 09:00,3336.0,8.0,91.0,15,3.4,36.65934065934066,9.0
6654,PM10401,2015-08-04 09:00,3676.0,7.0,91.0,15,4.0,40.395604395604394,9.0
6656,PM10441,2015-08-04 09:00,2716.0,8.0,94.0,15,4.4,28.893617021276597,9.0
6661,PM10471,2015-08-04 09:00,2700.0,6.0,90.0,15,4.7,30.0,9.0
3816,PM10901,2015-08-04 09:00,2920.0,8.0,84.0,15,9.0,34.76190476190476,9.0
6672,PM10941,2015-08-04 09:00,3004.0,8.0,87.0,15,9.4,34.52873563218391,9.0
6679,PM11071,2015-08-04 09:00,4612.0,9.0,89.0,15,10.7,51.82022471910113,9.0
6683,PM11161,2015-08-04 09:00,3300.0,8.0,87.0,15,11.6,37.93103448275862,9.0
6685,PM11201,2015-08-04 09:00,3385.0,5.0,85.0,15,12.0,39.8235294117647,9.0
6687,PM11301,2015-08-04 09:00,2049.0,8.0,76.0,15,13.0,26.960526315789473,9.0
6689,PM11981,2015-08-04 09:00,4521.0,13.0,72.0,15,19.8,62.791666666666664,9.0
6690,PM12061,2015-08-04 09:00,4145.0,12.0,79.0,15,20.6,52.46835443037975,9.0
6692,PM12211,2015-08-04 09:00,3424.0,9.0,84.0,15,22.1,40.76190476190476,9.0
6693,PM12241,2015-08-04 09:00,3384.0,10.0,79.0,15,22.4,42.835443037974684,9.0
6696,PM12471,2015-08-04 09:00,3148.0,6.0,86.0,15,24.7,36.604651162790695,9.0
6698,PM12571,2015-08-04 09:00,1331.0,6.0,81.0,15,25.7,16.432098765432098,9.0
6699,PM12641,2015-08-04 09:00,1725.0,7.0,94.0,15,26.4,18.351063829787233,9.0
6639,PM10001,2015-08-04 09:00,3227.0,9.0,80.0,15,0.0,40.3375,9.0
6694,PM12331,2015-08-04 09:00,2128.0,5.0,89.0,15,23.3,23.910112359550563,9.0
6641,PM10021,2015-08-04 09:15,0.0,0.0,0.0,15,0.2,,9.15
6650,PM10341,2015-08-04 09:15,3120.0,8.0,92.0,15,3.4,33.91304347826087,9.15
6699,PM12641,2015-08-04 09:15,1433.0,7.0,94.0,15,26.4,15.24468085106383,9.15
3801,PM12781,2015-08-04 09:15,1636.0,7.0,98.0,15,27.8,16.693877551020407,9.15
6703,PM12981,2015-08-04 09:15,1515.0,12.0,54.0,15,29.8,28.055555555555557,9.15
6711,PM13181,2015-08-04 09:15,1436.0,7.0,70.0,15,31.8,20.514285714285716,9.15
7130,PM13211,2015-08-04 09:15,1308.0,7.0,69.0,15,32.1,18.956521739130434,9.15
7013,PM13221,2015-08-04 09:15,749.0,9.0,63.0,15,32.2,11.88888888888889,9.15
6642,PM10091,2015-08-04 09:15,0.0,0.0,0.0,15,0.9,,9.15
6644,PM10141,2015-08-04 09:15,2861.0,7.0,92.0,15,1.4,31.097826086956523,9.15
6646,PM10211,2015-08-04 09:15,2600.0,7.0,95.0,15,2.1,27.36842105263158,9.15
6648,PM10241,2015-08-04 09:15,2608.0,6.0,97.0,15,2.4,26.88659793814433,9.15
6676,PM10981,2015-08-04 09:15,4204.0,10.0,83.0,15,9.8,50.65060240963855,9.15
6661,PM10471,2015-08-04 09:30,2547.0,7.0,90.0,15,4.7,28.3,9.3
3818,PM10501,2015-08-04 09:30,2620.0,7.0,89.0,15,5.0,29.43820224719101,9.3
3820,PM10561,2015-08-04 09:30,3839.0,12.0,87.0,15,5.6,44.12643678160919,9.3
3816,PM10901,2015-08-04 09:30,2603.0,7.0,85.0,15,9.0,30.623529411764707,9.3
6672,PM10941,2015-08-04 09:30,2564.0,8.0,88.0,15,9.4,29.136363636363637,9.3
6676,PM10981,2015-08-04 09:30,3929.0,8.0,83.0,15,9.8,47.33734939759036,9.3
6654,PM10401,2015-08-04 09:30,3252.0,6.0,90.0,15,4.0,36.13333333333333,9.3
6690,PM12061,2015-08-04 09:30,3164.0,10.0,81.0,15,20.6,39.06172839506173,9.3
6639,PM10001,2015-08-04 09:30,2796.0,8.0,83.0,15,0.0,33.68674698795181,9.3
6641,PM10021,2015-08-04 09:30,0.0,0.0,0.0,15,0.2,,9.3
6642,PM10091,2015-08-04 09:30,0.0,0.0,0.0,15,0.9,,9.3
6644,PM10141,2015-08-04 09:30,2672.0,6.0,92.0,15,1.4,29.043478260869566,9.3
6646,PM10211,2015-08-04 09:30,2441.0,6.0,93.0,15,2.1,26.247311827956988,9.3
6648,PM10241,2015-08-04 09:30,2416.0,5.0,95.0,15,2.4,25.431578947368422,9.3
6650,PM10341,2015-08-04 09:30,2845.0,7.0,91.0,15,3.4,31.263736263736263,9.3
6656,PM10441,2015-08-04 09:30,2552.0,6.0,93.0,15,4.4,27.440860215053764,9.3
6679,PM11071,2015-08-04 09:30,4256.0,8.0,90.0,15,10.7,47.28888888888889,9.3
6680,PM11101,2015-08-04 09:30,2488.0,9.0,80.0,15,11.0,31.1,9.3
6683,PM11161,2015-08-04 09:30,3101.0,7.0,87.0,15,11.6,35.64367816091954,9.3
6685,PM11201,2015-08-04 09:30,3105.0,6.0,83.0,15,12.0,37.40963855421687,9.3
6687,PM11301,2015-08-04 09:30,1900.0,8.0,78.0,15,13.0,24.358974358974358,9.3
6689,PM11981,2015-08-04 09:30,3516.0,10.0,74.0,15,19.8,47.513513513513516,9.3
6691,PM12121,2015-08-04 09:30,2375.0,6.0,83.0,15,21.2,28.6144578313253,9.3
6692,PM12211,2015-08-04 09:30,2608.0,6.0,86.0,15,22.1,30.325581395348838,9.3
6693,PM12241,2015-08-04 09:30,2632.0,6.0,81.0,15,22.4,32.49382716049383,9.3
6694,PM12331,2015-08-04 09:30,1605.0,4.0,89.0,15,23.3,18.03370786516854,9.3
6695,PM12391,2015-08-04 09:30,2389.0,6.0,92.0,15,23.9,25.967391304347824,9.3
6696,PM12471,2015-08-04 09:30,2248.0,4.0,89.0,15,24.7,25.258426966292134,9.3
6698,PM12571,2015-08-04 09:30,988.0,4.0,81.0,15,25.7,12.197530864197532,9.3
6699,PM12641,2015-08-04 09:30,1328.0,7.0,93.0,15,26.4,14.279569892473118,9.3
6700,PM12721,2015-08-04 09:30,1444.0,2.0,92.0,15,27.2,15.695652173913043,9.3
3801,PM12781,2015-08-04 09:30,1468.0,5.0,97.0,15,27.8,15.1340206185567,9.3
6914,PM12851,2015-08-04 09:30,1536.0,9.0,76.0,15,28.5,20.210526315789473,9.3
6702,PM12921,2015-08-04 09:30,1519.0,11.0,57.0,15,29.2,26.649122807017545,9.3
3510,PM12961,2015-08-04 09:30,1684.0,6.0,58.0,15,29.6,29.03448275862069,9.3
6703,PM12981,2015-08-04 09:30,1481.0,15.0,51.0,15,29.8,29.03921568627451,9.3
6704,PM13011,2015-08-04 09:30,1256.0,9.0,59.0,15,30.1,21.28813559322034,9.3
6706,PM13041,2015-08-04 09:30,1123.0,18.0,63.0,15,30.4,17.825396825396826,9.3
6708,PM13101,2015-08-04 09:30,1960.0,9.0,71.0,15,31.0,27.6056338028169,9.3
6711,PM13181,2015-08-04 09:30,1316.0,5.0,73.0,15,31.8,18.027397260273972,9.3
7130,PM13211,2015-08-04 09:30,1208.0,5.0,66.0,15,32.1,18.303030303030305,9.3
7013,PM13221,2015-08-04 09:30,541.0,7.0,62.0,15,32.2,8.725806451612904,9.3
6654,PM10401,2015-08-04 09:45,3308.0,6.0,90.0,15,4.0,36.75555555555555,9.45
6656,PM10441,2015-08-04 09:45,2579.0,6.0,93.0,15,4.4,27.731182795698924,9.45
3818,PM10501,2015-08-04 09:45,2540.0,7.0,90.0,15,5.0,28.22222222222222,9.45
3820,PM10561,2015-08-04 09:45,3820.0,12.0,87.0,15,5.6,43.9080459770115,9.45
6644,PM10141,2015-08-04 09:45,2820.0,7.0,92.0,15,1.4,30.652173913043477,9.45
6648,PM10241,2015-08-04 09:45,2575.0,6.0,97.0,15,2.4,26.54639175257732,9.45
6650,PM10341,2015-08-04 09:45,2921.0,7.0,90.0,15,3.4,32.455555555555556,9.45
6680,PM11101,2015-08-04 09:45,2477.0,8.0,81.0,15,11.0,30.580246913580247,9.45
6692,PM12211,2015-08-04 09:45,2720.0,7.0,87.0,15,22.1,31.264367816091955,9.45
6693,PM12241,2015-08-04 09:45,2733.0,8.0,81.0,15,22.4,33.74074074074074,9.45
6683,PM11161,2015-08-04 09:45,3227.0,9.0,87.0,15,11.6,37.0919540229885,9.45
6685,PM11201,2015-08-04 09:45,3240.0,6.0,83.0,15,12.0,39.036144578313255,9.45
6689,PM11981,2015-08-04 09:45,3668.0,10.0,75.0,15,19.8,48.906666666666666,9.45
6690,PM12061,2015-08-04 09:45,3440.0,10.0,82.0,15,20.6,41.951219512195124,9.45
6691,PM12121,2015-08-04 09:45,2616.0,7.0,85.0,15,21.2,30.776470588235295,9.45
3801,PM12781,2015-08-04 09:45,1319.0,6.0,98.0,15,27.8,13.459183673469388,9.45
6914,PM12851,2015-08-04 09:45,1432.0,10.0,77.0,15,28.5,18.5974025974026,9.45
6702,PM12921,2015-08-04 09:45,1353.0,9.0,58.0,15,29.2,23.32758620689655,9.45
3510,PM12961,2015-08-04 09:45,1408.0,5.0,60.0,15,29.6,23.466666666666665,9.45
6703,PM12981,2015-08-04 09:45,1255.0,11.0,57.0,15,29.8,22.017543859649123,9.45
6704,PM13011,2015-08-04 09:45,1156.0,7.0,62.0,15,30.1,18.64516129032258,9.45
6706,PM13041,2015-08-04 09:45,924.0,14.0,67.0,15,30.4,13.791044776119403,9.45
6646,PM10211,2015-08-04 09:45,2568.0,6.0,94.0,15,2.1,27.319148936170212,9.45
6661,PM10471,2015-08-04 09:45,2519.0,7.0,90.0,15,4.7,27.988888888888887,9.45
3816,PM10901,2015-08-04 09:45,2700.0,7.0,85.0,15,9.0,31.764705882352942,9.45
6672,PM10941,2015-08-04 09:45,2712.0,6.0,86.0,15,9.4,31.53488372093023,9.45
6676,PM10981,2015-08-04 09:45,4012.0,9.0,83.0,15,9.8,48.33734939759036,9.45
6679,PM11071,2015-08-04 09:45,4311.0,8.0,90.0,15,10.7,47.9,9.45
6687,PM11301,2015-08-04 09:45,2128.0,9.0,79.0,15,13.0,26.936708860759495,9.45
6694,PM12331,2015-08-04 09:45,1627.0,5.0,90.0,15,23.3,18.07777777777778,9.45
6695,PM12391,2015-08-04 09:45,2188.0,5.0,92.0,15,23.9,23.782608695652176,9.45
6696,PM12471,2015-08-04 09:45,2220.0,5.0,88.0,15,24.7,25.227272727272727,9.45
6698,PM12571,2015-08-04 09:45,844.0,5.0,81.0,15,25.7,10.419753086419753,9.45
6699,PM12641,2015-08-04 09:45,1200.0,7.0,93.0,15,26.4,12.903225806451612,9.45
6700,PM12721,2015-08-04 09:45,1248.0,3.0,91.0,15,27.2,13.714285714285714,9.45
6708,PM13101,2015-08-04 09:45,1968.0,8.0,68.0,15,31.0,28.941176470588236,9.45
6711,PM13181,2015-08-04 09:45,1472.0,7.0,73.0,15,31.8,20.164383561643834,9.45
7130,PM13211,2015-08-04 09:45,1288.0,7.0,67.0,15,32.1,19.223880597014926,9.45
7013,PM13221,2015-08-04 09:45,528.0,8.0,64.0,15,32.2,8.25,9.45
6708,PM13101,2015-08-04 10:00,1752.0,7.0,71.0,15,31.0,24.676056338028168,10.0
3818,PM10501,2015-08-04 10:00,2465.0,7.0,88.0,15,5.0,28.011363636363637,10.0
6702,PM12921,2015-08-04 10:00,1376.0,9.0,59.0,15,29.2,23.322033898305083,10.0
6711,PM13181,2015-08-04 10:00,1460.0,5.0,75.0,15,31.8,19.466666666666665,10.0
7130,PM13211,2015-08-04 10:00,1220.0,5.0,68.0,15,32.1,17.941176470588236,10.0
7013,PM13221,2015-08-04 10:00,492.0,7.0,64.0,15,32.2,7.6875,10.0
6656,PM10441,2015-08-04 10:00,2525.0,6.0,93.0,15,4.4,27.150537634408604,10.0
3820,PM10561,2015-08-04 10:00,3853.0,13.0,86.0,15,5.6,44.80232558139535,10.0
6676,PM10981,2015-08-04 10:00,3945.0,11.0,83.0,15,9.8,47.53012048192771,10.0
6641,PM10021,2015-08-04 10:00,0.0,0.0,0.0,15,0.2,,10.0
6693,PM12241,2015-08-04 10:00,2308.0,7.0,81.0,15,22.4,28.493827160493826,10.0
6694,PM12331,2015-08-04 10:00,1289.0,4.0,91.0,15,23.3,14.164835164835164,10.0
6695,PM12391,2015-08-04 10:00,1939.0,5.0,95.0,15,23.9,20.410526315789475,10.0
6696,PM12471,2015-08-04 10:00,1795.0,3.0,89.0,15,24.7,20.168539325842698,10.0
6698,PM12571,2015-08-04 10:00,809.0,4.0,81.0,15,25.7,9.987654320987655,10.0
6699,PM12641,2015-08-04 10:00,1140.0,5.0,92.0,15,26.4,12.391304347826088,10.0
6700,PM12721,2015-08-04 10:00,1240.0,2.0,92.0,15,27.2,13.478260869565217,10.0
3801,PM12781,2015-08-04 10:00,1328.0,7.0,97.0,15,27.8,13.690721649484535,10.0
6914,PM12851,2015-08-04 10:00,1388.0,9.0,77.0,15,28.5,18.025974025974026,10.0
3510,PM12961,2015-08-04 10:00,1492.0,5.0,60.0,15,29.6,24.866666666666667,10.0
6703,PM12981,2015-08-04 10:00,1363.0,11.0,53.0,15,29.8,25.71698113207547,10.0
6691,PM12121,2015-08-04 10:00,2115.0,6.0,84.0,15,21.2,25.178571428571427,10.0
6692,PM12211,2015-08-04 10:00,2268.0,6.0,87.0,15,22.1,26.06896551724138,10.0
6639,PM10001,2015-08-04 10:00,2696.0,8.0,81.0,15,0.0,33.28395061728395,10.0
6642,PM10091,2015-08-04 10:00,0.0,0.0,0.0,15,0.9,,10.0
6644,PM10141,2015-08-04 10:00,2684.0,7.0,92.0,15,1.4,29.17391304347826,10.0
6646,PM10211,2015-08-04 10:00,2552.0,6.0,94.0,15,2.1,27.148936170212767,10.0
6648,PM10241,2015-08-04 10:00,2492.0,6.0,96.0,15,2.4,25.958333333333332,10.0
6650,PM10341,2015-08-04 10:00,2904.0,7.0,91.0,15,3.4,31.912087912087912,10.0
6654,PM10401,2015-08-04 10:00,3184.0,5.0,90.0,15,4.0,35.37777777777778,10.0
6661,PM10471,2015-08-04 10:00,2524.0,6.0,91.0,15,4.7,27.736263736263737,10.0
3816,PM10901,2015-08-04 10:00,2744.0,7.0,85.0,15,9.0,32.28235294117647,10.0
6672,PM10941,2015-08-04 10:00,2749.0,7.0,87.0,15,9.4,31.597701149425287,10.0
6679,PM11071,2015-08-04 10:00,4276.0,8.0,90.0,15,10.7,47.51111111111111,10.0
6680,PM11101,2015-08-04 10:00,2296.0,8.0,82.0,15,11.0,28.0,10.0
6683,PM11161,2015-08-04 10:00,3096.0,8.0,85.0,15,11.6,36.423529411764704,10.0
6685,PM11201,2015-08-04 10:00,3137.0,6.0,82.0,15,12.0,38.25609756097561,10.0
6687,PM11301,2015-08-04 10:00,1889.0,7.0,80.0,15,13.0,23.6125,10.0
6689,PM11981,2015-08-04 10:00,3099.0,9.0,75.0,15,19.8,41.32,10.0
6690,PM12061,2015-08-04 10:00,2808.0,9.0,82.0,15,20.6,34.24390243902439,10.0
6704,PM13011,2015-08-04 10:00,1116.0,9.0,61.0,15,30.1,18.295081967213115,10.0
6706,PM13041,2015-08-04 10:00,959.0,16.0,63.0,15,30.4,15.222222222222221,10.0
6641,PM10021,2015-08-04 09:45,0.0,0.0,0.0,15,0.2,,9.45
6642,PM10091,2015-08-04 09:45,0.0,0.0,0.0,15,0.9,,9.45
6639,PM10001,2015-08-04 09:45,2647.0,8.0,81.0,15,0.0,32.67901234567901,9.45
6685,PM11201,2015-08-04 10:15,3020.0,6.0,84.0,15,12.0,35.95238095238095,10.15
6704,PM13011,2015-08-04 10:15,1063.0,7.0,62.0,15,30.1,17.14516129032258,10.15
6706,PM13041,2015-08-04 10:15,903.0,14.0,65.0,15,30.4,13.892307692307693,10.15
6708,PM13101,2015-08-04 10:15,1767.0,8.0,72.0,15,31.0,24.541666666666668,10.15
6711,PM13181,2015-08-04 10:15,1228.0,5.0,74.0,15,31.8,16.594594594594593,10.15
6646,PM10211,2015-08-04 10:15,2325.0,6.0,92.0,15,2.1,25.27173913043478,10.15
6648,PM10241,2015-08-04 10:15,2277.0,6.0,94.0,15,2.4,24.22340425531915,10.15
6650,PM10341,2015-08-04 10:15,2653.0,6.0,91.0,15,3.4,29.153846153846153,10.15
6654,PM10401,2015-08-04 10:15,2936.0,6.0,91.0,15,4.0,32.26373626373626,10.15
6656,PM10441,2015-08-04 10:15,2376.0,6.0,93.0,15,4.4,25.548387096774192,10.15
6699,PM12641,2015-08-04 10:15,944.0,4.0,90.0,15,26.4,10.488888888888889,10.15
6700,PM12721,2015-08-04 10:15,1000.0,2.0,89.0,15,27.2,11.235955056179776,10.15
3801,PM12781,2015-08-04 10:15,1100.0,5.0,94.0,15,27.8,11.702127659574469,10.15
6914,PM12851,2015-08-04 10:15,1085.0,8.0,76.0,15,28.5,14.276315789473685,10.15
6702,PM12921,2015-08-04 10:15,1300.0,10.0,58.0,15,29.2,22.413793103448278,10.15
3816,PM10901,2015-08-04 10:15,2668.0,7.0,83.0,15,9.0,32.144578313253014,10.15
6683,PM11161,2015-08-04 10:15,2992.0,7.0,86.0,15,11.6,34.7906976744186,10.15
6687,PM11301,2015-08-04 10:15,1856.0,8.0,80.0,15,13.0,23.2,10.15
6689,PM11981,2015-08-04 10:15,2856.0,8.0,74.0,15,19.8,38.5945945945946,10.15
6690,PM12061,2015-08-04 10:15,2584.0,8.0,81.0,15,20.6,31.901234567901234,10.15
6691,PM12121,2015-08-04 10:15,2007.0,5.0,83.0,15,21.2,24.180722891566266,10.15
6692,PM12211,2015-08-04 10:15,2108.0,6.0,84.0,15,22.1,25.095238095238095,10.15
3510,PM12961,2015-08-04 10:15,1352.0,5.0,59.0,15,29.6,22.915254237288135,10.15
6703,PM12981,2015-08-04 10:15,1256.0,12.0,54.0,15,29.8,23.25925925925926,10.15
6696,PM12471,2015-08-04 10:15,1672.0,3.0,88.0,15,24.7,19.0,10.15
6698,PM12571,2015-08-04 10:15,737.0,4.0,80.0,15,25.7,9.2125,10.15
6639,PM10001,2015-08-04 10:15,2516.0,8.0,83.0,15,0.0,30.313253012048193,10.15
6642,PM10091,2015-08-04 10:15,0.0,0.0,0.0,15,0.9,,10.15
6644,PM10141,2015-08-04 10:15,2511.0,7.0,91.0,15,1.4,27.593406593406595,10.15
6693,PM12241,2015-08-04 10:15,2072.0,6.0,80.0,15,22.4,25.9,10.15
6694,PM12331,2015-08-04 10:15,1197.0,3.0,89.0,15,23.3,13.44943820224719,10.15
6695,PM12391,2015-08-04 10:15,1708.0,4.0,91.0,15,23.9,18.76923076923077,10.15
6650,PM10341,2015-08-04 10:30,2529.0,6.0,91.0,15,3.4,27.791208791208792,10.3
6679,PM11071,2015-08-04 10:30,4256.0,8.0,88.0,15,10.7,48.36363636363637,10.3
6680,PM11101,2015-08-04 10:30,2232.0,8.0,80.0,15,11.0,27.9,10.3
6683,PM11161,2015-08-04 10:30,2972.0,8.0,87.0,15,11.6,34.160919540229884,10.3
6685,PM11201,2015-08-04 10:30,3049.0,7.0,82.0,15,12.0,37.18292682926829,10.3
6694,PM12331,2015-08-04 10:30,1175.0,2.0,88.0,15,23.3,13.352272727272727,10.3
6695,PM12391,2015-08-04 10:30,1632.0,3.0,92.0,15,23.9,17.73913043478261,10.3
6696,PM12471,2015-08-04 10:30,1546.0,2.0,89.0,15,24.7,17.370786516853933,10.3
6698,PM12571,2015-08-04 10:30,716.0,4.0,80.0,15,25.7,8.95,10.3
6699,PM12641,2015-08-04 10:30,968.0,5.0,89.0,15,26.4,10.876404494382022,10.3
6700,PM12721,2015-08-04 10:30,1076.0,2.0,91.0,15,27.2,11.824175824175825,10.3
3801,PM12781,2015-08-04 10:30,1144.0,6.0,95.0,15,27.8,12.042105263157895,10.3
7130,PM13211,2015-08-04 10:30,1204.0,6.0,65.0,15,32.1,18.523076923076925,10.3
7013,PM13221,2015-08-04 10:30,392.0,5.0,59.0,15,32.2,6.6440677966101696,10.3
6639,PM10001,2015-08-04 10:30,2591.0,7.0,84.0,15,0.0,30.845238095238095,10.3
6706,PM13041,2015-08-04 10:30,852.0,15.0,67.0,15,30.4,12.716417910447761,10.3
6708,PM13101,2015-08-04 10:30,1752.0,7.0,71.0,15,31.0,24.676056338028168,10.3
6654,PM10401,2015-08-04 10:30,2904.0,6.0,91.0,15,4.0,31.912087912087912,10.3
6656,PM10441,2015-08-04 10:30,2372.0,6.0,93.0,15,4.4,25.50537634408602,10.3
6661,PM10471,2015-08-04 10:30,2332.0,6.0,90.0,15,4.7,25.91111111111111,10.3
3818,PM10501,2015-08-04 10:30,2360.0,7.0,90.0,15,5.0,26.22222222222222,10.3
3820,PM10561,2015-08-04 10:30,3444.0,10.0,88.0,15,5.6,39.13636363636363,10.3
6676,PM10981,2015-08-04 10:30,3956.0,10.0,82.0,15,9.8,48.24390243902439,10.3
6914,PM12851,2015-08-04 10:30,1123.0,11.0,74.0,15,28.5,15.175675675675675,10.3
6702,PM12921,2015-08-04 10:30,1287.0,10.0,54.0,15,29.2,23.833333333333332,10.3
3510,PM12961,2015-08-04 10:30,1312.0,5.0,58.0,15,29.6,22.620689655172413,10.3
6703,PM12981,2015-08-04 10:30,1220.0,9.0,56.0,15,29.8,21.785714285714285,10.3
6704,PM13011,2015-08-04 10:30,1092.0,7.0,60.0,15,30.1,18.2,10.3
6711,PM13181,2015-08-04 10:30,1348.0,5.0,74.0,15,31.8,18.216216216216218,10.3
6687,PM11301,2015-08-04 10:30,1996.0,8.0,77.0,15,13.0,25.92207792207792,10.3
6689,PM11981,2015-08-04 10:30,2900.0,8.0,75.0,15,19.8,38.666666666666664,10.3
6690,PM12061,2015-08-04 10:30,2605.0,8.0,80.0,15,20.6,32.5625,10.3
6691,PM12121,2015-08-04 10:30,2029.0,5.0,86.0,15,21.2,23.593023255813954,10.3
6692,PM12211,2015-08-04 10:30,2136.0,5.0,84.0,15,22.1,25.428571428571427,10.3
6693,PM12241,2015-08-04 10:30,2160.0,6.0,80.0,15,22.4,27.0,10.3
6642,PM10091,2015-08-04 10:30,0.0,0.0,0.0,15,0.9,,10.3
6644,PM10141,2015-08-04 10:30,2364.0,6.0,92.0,15,1.4,25.695652173913043,10.3
6641,PM10021,2015-08-04 10:15,0.0,0.0,0.0,1,0.2,,10.15
7130,PM13211,2015-08-04 10:15,1100.0,6.0,66.0,15,32.1,16.666666666666668,10.15
7013,PM13221,2015-08-04 10:15,432.0,6.0,63.0,15,32.2,6.857142857142857,10.15
6661,PM10471,2015-08-04 10:15,2364.0,6.0,91.0,15,4.7,25.978021978021978,10.15
3818,PM10501,2015-08-04 10:15,2400.0,7.0,89.0,15,5.0,26.96629213483146,10.15
3820,PM10561,2015-08-04 10:15,3791.0,12.0,88.0,15,5.6,43.07954545454545,10.15
6672,PM10941,2015-08-04 10:15,2692.0,7.0,85.0,15,9.4,31.67058823529412,10.15
6676,PM10981,2015-08-04 10:15,3948.0,10.0,82.0,15,9.8,48.146341463414636,10.15
6679,PM11071,2015-08-04 10:15,4268.0,8.0,90.0,15,10.7,47.422222222222224,10.15
6680,PM11101,2015-08-04 10:15,2428.0,9.0,82.0,15,11.0,29.609756097560975,10.15
6695,PM12391,2015-08-04 11:00,1600.0,3.0,91.0,15,23.9,17.582417582417584,11.0
